weather_id,date_time,city,season,temperature_c,humidity,rain_mm,wind_speed_kmh,visibility_m,weather_condition,air_pressure_hpa
5713.0,2024-01-30 16:00,London,Winter,10.0,88.0,24.8,60.1,2018,Rain,964.1
7768.0,2024-04-25 07:00,London,Spring,8.1,33.0,0.7,35.6,6996,Storm,966.1
9795.0,2024-07-18 18:00,London,Summer,13.6,74.0,0.7,54.0,7891,Clear,979.0
8616.0,2024-05-30 15:00,London,Spring,17.8,69.0,3.2,,472,Rain,969.0
5634.0,2024-01-27 09:00,London,Winter,1.6,87.0,14.2,69.7,7295,Fog,957.5
8376.0,2024-05-20 15:00,London,Spring,22.8,63.0,1.8,,7420,Rain,1012.8
5416.0,2024-01-18 07:00,London,Winter,7.7,98.0,24.2,9.1,2888,Clear,1033.4
8502.0,2024-05-25 21:00,London,Spring,11.2,34.0,4.9,37.7,7115,Fog,1000.5
7003.0,2024-03-24 10:00,London,Spring,24.5,34.0,1.3,62.6,9322,Snow,1000.9
6584.0,2024-03-06 23:00,London,Spring,24.2,28.0,1.9,69.6,3057,Rain,1049.1
,2024-03-06 04:00,,Spring,15.4,80.0,,5.1,6491,Clear,967.7
7485.0,2024-04-13 12:00,London,Spring,21.8,47.0,2.0,31.9,7000,Fog,998.2
5758.0,2024-02-01 13:00,London,Winter,3.7,75.0,9.4,,2198,Snow,992.1
9183.0,2024-06-23 06:00,London,Summer,20.7,46.0,7.5,10.6,7571,Clear,975.3
5606.0,2024-01-26 05:00,London,Winter,4.0,88.0,7.9,49.9,8148,Clear,1047.2
5018.0,2024-01-01 17:00,London,Winter,0.5,81.0,9.9,56.2,7962,Snow,1031.8
6412.0,2024-02-28 19:00,London,Winter,2.1,86.0,0.2,32.7,9894,Rain,1015.3
5056.0,2024-05-08 12:00,London,Spring,16.3,59.0,8.1,73.0,5753,Clear,1002.2
7859.0,2024-04-29 02:00,London,Spring,5.1,42.0,2.5,28.5,2782,Fog,955.6
9412.0,2024-07-02 19:00,London,Summer,26.9,48.0,8.6,28.5,1806,Rain,1039.3
5597.0,2024-01-25 20:00,London,Winter,0.3,91.0,22.9,18.9,3162,Storm,953.2
9516.0,2024-07-07 03:00,London,Summer,16.6,69.0,6.6,33.5,1568,Storm,972.7
7367.0,2024-04-08 14:00,London,Spring,24.1,24.0,5.9,10.8,2268,Clear,976.8
6659.0,2024-03-10 02:00,London,Spring,17.3,72.0,4.4,79.0,7665,Fog,979.8
9217.0,2024-06-24 16:00,London,,12.0,44.0,135.25447520261662,73.5,5223,Fog,981.6
8195.0,2024-05-13 02:00,London,Spring,21.6,43.0,4.9,77.1,4462,Clear,968.0
8205.0,2024-05-13 12:00,London,Spring,6.7,72.0,9.2,60.6,4185,Rain,970.1
5372.0,2024-01-16 11:00,London,Winter,14.7,71.0,18.1,71.8,1732,Fog,1014.5
8587.0,2024-05-29 10:00,London,Spring,12.3,61.0,9.7,31.8,1297,Clear,953.3
7500.0,2024-04-14 03:00,London,Spring,10.3,58.0,6.6,33.0,50000,Storm,986.0
5653.0,2024-01-28 04:00,London,Winter,4.9,71.0,13.9,53.3,8432,Fog,955.9
5599.0,2024-01-25 22:00,London,Winter,14.9,78.0,13.3,38.8,7241,Fog,1041.9
5677.0,2024-01-29 04:00,London,Winter,5.0,97.0,17.8,36.8,2337,Storm,1021.6
5239.0,2024-01-10 22:00,London,Winter,6.0,67.0,23.7,33.2,7251,Clear,1019.2
5004.0,,London,Spring,16.0,76.0,1.2,3.1,,Clear,979.3
9989.0,2024-07-26 20:00,London,Summer,33.6,47.0,5.1,51.2,5730,Clear,986.1
7120.0,2099-13-40 25:61,London,Spring,6.6,63.0,6.2,12.1,6906,Clear,1003.9
8592.0,2024-05-29 15:00,London,Spring,5.5,54.0,9.7,72.9,7444,Rain,1024.4
6748.0,2024-03-13 19:00,London,Spring,100.0,53.0,4.1,48.6,6704,,1022.2
8635.0,2024-05-31 10:00,London,Spring,12.6,48.0,8.4,38.4,4504,Snow,974.2
5076.0,2024-01-04 03:00,London,Winter,-4.3,95.0,27.2,16.9,4893,Clear,1033.3
6613.0,2024-03-08 04:00,London,Spring,22.8,75.0,0.0,50.9,2984,Rain,1039.1
7803.0,2024-04-26 18:00,London,Spring,7.2,37.0,6.8,15.4,642,Rain,1043.8
8833.0,2024-06-08 16:00,London,Summer,33.3,36.0,6.6,31.6,1718,Clear,1026.2
9695.0,2024-07-14 14:00,London,Summer,22.4,28.0,2.7,37.5,8080,Storm,991.8
9069.0,2024-06-18 12:00,London,Summer,15.2,39.0,4.5,16.5,448,Clear,1000.1
6222.0,2024-02-20 21:00,London,Winter,0.9,67.0,3.4,75.4,9622,Rain,993.4
7587.0,2024-04-17 18:00,London,Spring,14.3,32.0,7.6,25.2,2029,Rain,985.2
7355.0,2024-04-08 02:00,London,Spring,20.0,50.0,9.9,7.5,6382,Rain,1018.2
9502.0,2024-07-06 13:00,London,Summer,30.4,71.0,5.0,12.4,866,Clear,1008.4
6201.0,2024-02-20 00:00,London,Winter,-1.9,95.0,20.9,54.3,5326,Clear,958.0
9467.0,2024-07-05 02:00,London,Summer,100.0,37.0,3.4,1.2,1100,Clear,953.9
7195.0,2024-04-01 10:00,London,Spring,5.8,47.0,,73.1,5085,Clear,1034.7
5829.0,2024-02-04 12:00,London,Winter,13.7,74.0,3.3,21.1,8755,Clear,1039.0
7820.0,2024-04-27 11:00,London,Spring,9.2,30.0,0.1,45.0,9582,Clear,975.2
8165.0,2024-05-11 20:00,London,Spring,19.2,78.0,0.9,,7431,Storm,993.5
5097.0,2024-01-05 00:00,London,Winter,-2.0,67.0,4.4,8.1,9055,Rain,1047.4
6771.0,2024-03-14 18:00,London,Spring,23.2,66.0,5.0,46.8,2838,Clear,1042.8
9230.0,2024-06-25 05:00,London,Summer,19.9,43.0,3.3,59.2,3958,Clear,1017.0
7656.0,2024-04-20 15:00,London,Spring,14.2,29.0,2.3,45.3,4975,Rain,1014.3
6398.0,2024-02-28 05:00,London,Winter,9.3,72.0,18.1,58.3,6002,Clear,1039.0
9890.0,2024-07-22 17:00,London,Summer,16.6,31.0,0.9,6.8,3748,Clear,1016.4
5622.0,2024-01-26 21:00,London,Winter,14.8,79.0,24.6,26.6,3159,Snow,994.0
7886.0,2024-04-30 05:00,London,Spring,,36.0,,43.8,7835,Rain,1027.4
9016.0,2024-06-16 07:00,London,Summer,18.7,31.0,8.1,16.4,9461,Clear,951.5
9073.0,2024-06-18 16:00,London,Summer,21.9,76.0,4.4,32.4,1560,Clear,1019.6
5567.0,2024-01-24 14:00,London,Winter,4.7,69.0,16.1,66.1,3443,Snow,997.8
6730.0,2024-03-13 01:00,London,Spring,6.8,27.0,3.5,75.1,6080,Rain,1036.4
9238.0,2024-06-25 13:00,,Summer,33.9,54.0,1.9,65.2,6182,Clear,974.3
6486.0,,London,Spring,12.7,65.0,7.2,,7801,Clear,971.4
5749.0,2024-02-01 04:00,London,Winter,-2.4,98.0,5.4,56.3,8428,Snow,984.9
6232.0,2024-02-21 07:00,London,Winter,12.7,99.0,24.9,1.8,2587,Snow,1027.8
9384.0,2024-07-01 15:00,London,Summer,31.9,53.0,2.3,54.0,5510,Clear,1014.3
5052.0,2024-01-03 03:00,London,Winter,3.2,70.0,13.9,56.1,7012,Snow,1044.2
5890.0,2024-02-07 01:00,London,Winter,6.4,78.0,8.4,33.8,9749,Storm,1045.5
9524.0,2024-07-07 11:00,London,,25.7,58.0,1.3,46.3,50000,Storm,972.5
9401.0,2024-07-02 08:00,London,Summer,29.2,35.0,1.0,47.4,9765,Storm,995.3
,Unknown,London,Spring,,43.0,5.6,34.1,4595,Clear,1013.5
6542.0,2024-03-05 05:00,London,Spring,22.9,49.0,8.9,36.9,5470,Storm,977.9
5535.0,2024-01-23 06:00,London,Winter,3.8,97.0,9.5,9.1,1460,Storm,984.1
5746.0,2024-02-01 01:00,London,Winter,100.0,76.0,0.6,46.7,5851,Clear,984.2
8519.0,2024-05-26 14:00,London,Spring,20.4,74.0,1.6,56.7,247,,976.0
6177.0,2024-02-19 00:00,London,Winter,-0.7,75.0,,8.4,5981,Clear,975.0
5444.0,2024-01-19 11:00,London,Winter,4.6,64.0,13.9,52.1,8293,Storm,1017.0
8847.0,2024-06-09 06:00,London,Summer,25.5,43.0,7.4,32.2,9108,Clear,988.8
5196.0,2024-01-09 03:00,London,Winter,5.9,62.0,20.7,16.7,4779,Clear,1043.8
8898.0,2024-06-11 09:00,London,Summer,29.4,68.0,0.8,53.9,3186,Storm,955.7
7534.0,2024-04-15 13:00,London,Spring,5.8,45.0,3.0,32.4,6386,Clear,1043.5
5803.0,2024-02-03 10:00,London,Winter,-2.7,82.0,17.1,63.5,2781,Storm,991.9
7457.0,2024-04-12 08:00,London,Spring,24.9,,6.3,39.1,50000,Clear,1000.2
7647.0,2024-04-20 06:00,London,Spring,16.6,42.0,6.4,41.6,853,Clear,967.1
8317.0,2024-05-18 04:00,London,Spring,12.5,31.0,3.6,3.6,9933,Clear,1030.5
8920.0,2024-06-12 07:00,London,Summer,24.5,59.0,4.1,37.7,5654,Snow,964.3
8272.0,2024-05-16 07:00,London,Spring,13.2,77.0,5.9,2.0,7831,Fog,996.7
7821.0,2024-04-27 12:00,London,Spring,16.3,43.0,9.1,71.6,4943,Clear,1019.8
9749.0,2099-13-40 25:61,London,Summer,14.6,57.0,0.7,61.1,8522,Clear,999.0
6048.0,2024-02-13 15:00,London,Winter,-1.4,76.0,18.8,21.5,6398,Snow,958.0
9076.0,2024-06-18 19:00,London,Summer,18.1,73.0,4.3,39.9,2591,Clear,974.6
5645.0,2024-01-27 20:00,London,Winter,7.2,77.0,9.0,71.9,,Rain,1023.3
9082.0,2024-06-19 01:00,London,Summer,20.9,33.0,7.2,44.8,3582,Clear,984.6
7522.0,15/04/2024 01:00AM,London,Spring,18.0,23.0,9.0,61.9,7909,Rain,992.9
8893.0,2024-06-11 04:00,London,Summer,14.4,60.0,7.8,46.6,7991,Rain,1009.8
7729.0,2024-04-23 16:00,London,Spring,20.6,23.0,5.9,63.4,8519,Clear,1009.5
9628.0,2024/07/11 19:00:00,London,Summer,27.6,38.0,3.3,52.5,9464,Clear,
5121.0,2024-01-06 00:00,London,Monsoon,2.5,84.0,26.3,76.4,4634,Clear,970.6
6832.0,2024-03-17T07:00Z,London,Spring,24.1,75.0,5.8,22.1,8946,Rain,1028.8
7292.0,2024-04-05 11:00,London,Spring,7.2,21.0,6.0,36.7,2646,Clear,974.7
9437.0,2024-07-03 20:00,London,Summer,,79.0,9.5,57.0,3750,Storm,1034.7
9403.0,2024-07-02 10:00,London,Summer,10.5,44.0,0.9,10.8,5006,Snow,1024.8
6362.0,2024-02-26 17:00,London,Winter,0.1,99.0,6.8,37.9,7040,Storm,968.8
5084.0,2024-05-07 00:00,London,Spring,7.4,51.0,5.3,47.2,9654,Clear,958.1
7228.0,2024-04-02 19:00,London,Spring,8.7,39.0,3.0,7.2,6063,Clear,1037.0
7699.0,2024-04-22 10:00,London,Spring,14.7,,,,3655,Rain,1005.8
6593.0,2024-03-07 08:00,London,Spring,5.3,42.0,9.8,76.1,5246,Clear,1000.2
8753.0,,London,Summer,20.3,49.0,4.2,77.1,6326,Clear,995.3
8843.0,2024-06-09 02:00,London,Summer,14.9,35.0,0.0,1.4,1303,Storm,993.5
5135.0,2024-01-06 14:00,London,Winter,8.1,85.0,10.2,15.8,6106,Clear,988.1
9391.0,2024-07-01 22:00,London,Summer,17.4,37.0,2.8,69.7,402,Clear,958.5
8622.0,2024-05-30 21:00,London,Spring,7.0,59.0,6.0,70.0,3834,Clear,993.4
9577.0,2024-07-09 16:00,London,Summer,23.6,23.0,3.4,30.4,2763,Fog,1048.4
7516.0,2024-04-14 19:00,London,Spring,12.8,70.0,2.3,75.9,8549,Clear,1041.6
5185.0,2024-01-08 16:00,London,Winter,3.8,65.0,14.2,51.1,,Snow,1018.6
7882.0,2024-04-30 01:00,London,Spring,21.2,35.0,3.9,42.1,84,Snow,1024.2
8649.0,2024-06-01 00:00,London,Summer,18.9,36.0,1.1,10.9,9233,,972.2
5512.0,2024-01-22 07:00,London,Winter,4.1,92.0,4.6,19.3,6693,Clear,995.5
9600.0,2024-07-10 15:00,London,Summer,24.3,73.0,9.3,2.8,3707,Clear,974.7
5063.0,2024-01-03 14:00,London,Winter,11.9,81.0,6.1,66.6,3140,Storm,966.5
6958.0,2024-03-22 13:00,London,Spring,5.9,70.0,8.5,6.3,94,Rain,967.0
9059.0,2024-06-18 02:00,London,Summer,11.4,53.0,9.9,4.2,2401,Snow,979.1
7941.0,2024-05-02 12:00,London,Spring,20.4,71.0,2.5,4.9,4563,Clear,1011.2
5335.0,2024-01-14 22:00,London,Winter,11.0,97.0,,11.3,,,
,2024-02-11 10:00,,Dry,11.2,75.0,10.7,78.8,2934,Clear,966.2
6003.0,2024-02-11 18:00,London,,2.7,77.0,21.8,5.7,359,Clear,1020.7
5252.0,2024-01-11 11:00,London,Winter,0.1,66.0,8.7,74.0,9254,Clear,996.7
5626.0,2024-01-27 01:00,London,Winter,13.3,70.0,9.7,64.1,4127,Clear,1009.4
5033.0,2024-01-26 17:00,London,Winter,9.4,97.0,4.9,31.7,7029,Clear,951.2
8486.0,2024-05-25 05:00,London,Spring,7.9,27.0,6.4,67.4,5632,Fog,1028.8
5016.0,2024-04-20 15:00,London,Spring,14.2,29.0,2.3,45.3,4975,Rain,1014.3
6947.0,2024-03-22 02:00,London,Spring,13.6,68.0,9.8,71.4,7374,Storm,991.7
5123.0,2024-01-06 02:00,London,Winter,5.2,90.0,24.4,15.1,6885,Clear,1031.9
9252.0,2024-06-26 03:00,London,Summer,30.9,200.0,7.4,,1263,Clear,
8704.0,2024-06-03 07:00,London,Summer,33.9,80.0,9.3,30.3,2057,Clear,1037.5
8177.0,2024-05-12 08:00,London,Spring,,76.0,,70.4,874,Rain,1049.2
7707.0,2024-04-22 18:00,London,Spring,23.6,57.0,5.0,36.8,8072,Clear,967.0
7460.0,2024-04-12 11:00,London,Spring,20.5,67.0,8.9,41.5,8430,Clear,963.2
8636.0,2024-05-31 11:00,London,Spring,19.0,67.0,0.8,13.6,2097,Storm,977.5
5568.0,24/01/2024 03:00PM,London,Winter,-1.5,79.0,0.1,,2915,Fog,1015.7
6701.0,,London,Spring,9.9,61.0,4.9,24.0,1619,Storm,987.7
6612.0,2024-03-08 03:00,London,Spring,6.2,74.0,5.1,68.1,9605,Rain,989.8
8521.0,2024-05-26 16:00,London,Spring,6.9,25.0,8.5,55.7,8528,Clear,967.1
5694.0,2024-01-29 21:00,London,Winter,-0.7,78.0,1.5,52.4,1803,Snow,1014.6
5865.0,2024-02-06 00:00,London,Monsoon,9.1,85.0,18.4,21.2,1486,Rain,1038.8
8882.0,2024-06-10 17:00,London,Summer,24.7,22.0,1.5,34.9,2880,Clear,969.8
8077.0,2024-05-08 04:00,London,Spring,9.9,23.0,8.5,5.7,2065,Clear,989.4
6042.0,2024-02-13 09:00,London,Winter,-2.8,73.0,21.7,39.8,4416,Rain,1033.1
,2024-03-18 11:00,London,Spring,16.1,61.0,9.4,357.73259517155367,3595,Clear,990.1
5857.0,2024-02-05 16:00,London,Winter,-2.2,63.0,1.8,10.5,8462,Rain,950.3
6406.0,2024-02-28 13:00,London,Winter,-4.3,71.0,17.4,0.5,8775,Fog,1007.6
6176.0,,London,Winter,8.8,150.0,21.1,31.0,4767,Clear,1044.6
7169.0,2024-03-31 08:00,London,Spring,8.6,72.0,3.6,44.3,2586,Clear,962.8
6050.0,2024-02-13 17:00,London,Winter,7.9,99.0,9.2,18.3,7820,Clear,987.4
5721.0,2024-01-31 00:00,London,Winter,10.2,61.0,29.3,23.0,7469,Clear,963.5
7987.0,2024-05-04 10:00,London,Spring,14.6,55.0,140.3091981625497,56.0,1827,Clear,1026.2
9104.0,2024-06-19 23:00,London,Summer,11.3,68.0,6.3,39.4,4300,Clear,964.7
9180.0,2024-06-23 03:00,London,Summer,16.8,70.0,4.2,44.2,3421,Clear,1027.4
9734.0,2024-07-16 05:00,London,Summer,25.9,42.0,8.1,38.8,4662,Clear,1026.2
9329.0,2024-06-29 08:00,London,Summer,27.8,53.0,9.6,76.4,2632,Fog,994.3
5603.0,2024-01-26 02:00,London,Winter,-4.7,68.0,14.0,67.1,6075,Clear,987.6
8500.0,2024-05-25 19:00,London,Spring,6.1,46.0,1.1,49.1,4061,Clear,1015.2
6393.0,,London,Winter,-1.6,63.0,9.9,34.4,6857,Clear,1010.9
9495.0,2024-07-06 06:00,London,Summer,16.8,53.0,4.0,46.1,7294,Snow,1035.6
5970.0,2024-02-10 09:00,London,Winter,11.4,75.0,20.7,74.3,443,Clear,1040.7
8689.0,2024-06-02 16:00,London,Summer,30.9,77.0,2.0,21.0,6522,Fog,1025.3
9603.0,,London,Summer,24.1,,1.9,38.3,292,Clear,996.4
6254.0,2024-02-22 05:00,London,Winter,9.8,95.0,7.2,57.8,4948,Clear,986.9
8822.0,2024-06-08 05:00,London,Summer,25.3,48.0,9.4,54.7,3521,Clear,968.0
5319.0,2024-01-14 06:00,London,Winter,5.6,89.0,10.2,66.5,9407,Rain,950.5
9961.0,2024-07-25 16:00,London,Summer,30.2,79.0,0.9,5.0,4611,Clear,1041.0
6935.0,2024-03-21 14:00,London,Spring,12.0,80.0,2.7,25.4,7412,Storm,1047.0
5275.0,2024-01-12 10:00,London,Winter,5.3,62.0,20.5,65.1,5124,Snow,995.3
9527.0,2024-07-07 14:00,London,Summer,13.7,59.0,2.4,8.1,4730,Storm,1026.3
9570.0,2024-07-09 09:00,London,Summer,20.7,53.0,8.3,67.6,4986,Clear,959.0
6804.0,2024-03-16 03:00,London,Spring,60.0,,8.1,23.3,3300,Rain,951.7
7722.0,2024-04-23 09:00,London,Spring,12.5,37.0,10.0,18.8,9073,Clear,1042.7
7281.0,2024-04-05 00:00,London,Spring,13.3,77.0,5.7,72.1,2250,Clear,1031.7
9981.0,2024-07-26 12:00,London,Summer,27.2,67.0,7.5,28.5,6834,Fog,975.8
9687.0,2024-07-14 06:00,London,Summer,11.9,33.0,6.7,74.5,6084,Clear,1046.1
5296.0,2024-01-13 07:00,London,Winter,7.6,94.0,9.8,8.8,2351,Snow,1041.5
6478.0,2024-03-02 13:00,London,Spring,16.9,57.0,2.4,5.9,228,Rain,1026.0
6375.0,Invalid Date,London,Winter,-1.7,76.0,12.5,12.5,1342,,963.5
5299.0,2024-01-13 10:00,London,Winter,6.8,78.0,24.4,1.3,5601,Clear,966.4
5069.0,2024-01-03 20:00,London,Winter,2.0,98.0,8.8,64.1,50000,Storm,963.1
8051.0,2024-05-07 02:00,London,Spring,17.6,54.0,7.8,73.1,4797,Storm,1042.8
7766.0,2024-04-25 05:00,London,Spring,22.7,41.0,1.2,1.3,9952,Clear,1049.6
5151.0,2024-01-07 06:00,London,Winter,8.0,82.0,25.4,32.9,9649,Rain,990.2
5757.0,2024-02-01 12:00,London,Winter,-3.9,67.0,23.3,40.5,4414,Snow,985.9
6264.0,2024-02-22 15:00,London,Winter,0.5,86.0,13.0,22.7,8917,Clear,1032.8
7727.0,2024-04-23 14:00,London,Spring,22.6,46.0,4.7,6.6,1566,Clear,1024.3
8335.0,2024-05-18 22:00,,Dry,17.8,30.0,1.9,53.5,9057,Clear,988.1
8257.0,2024-05-15 16:00,London,Spring,21.8,58.0,1.7,58.5,6415,Clear,1028.5
,2024-01-16 16:00,London,Winter,14.3,,9.7,27.8,4727,Snow,1016.4
8096.0,2024-05-08 23:00,London,Spring,23.6,69.0,6.2,23.9,3731,Clear,986.4
5860.0,2024-02-05 19:00,London,Winter,5.9,66.0,25.8,64.3,9532,Rain,969.6
8135.0,2024/05/10 14:00:00,London,Rainy,18.7,200.0,5.5,39.2,,Snow,1045.9
7578.0,2024-04-17 09:00,London,Spring,17.4,25.0,5.9,12.2,8566,Clear,1003.8
5379.0,2024-01-16 18:00,London,Winter,13.6,83.0,1.3,38.9,9810,Clear,1038.9
9790.0,18/07/2024 01:00PM,London,Monsoon,19.4,58.0,2.1,30.5,1731,Clear,
8470.0,2024-05-24 13:00,London,Spring,8.3,51.0,4.6,31.6,7503,Rain,1015.3
7504.0,2024-04-14 07:00,London,Spring,9.6,41.0,7.6,55.8,8062,Storm,1047.9
6581.0,2024-03-06 20:00,London,Spring,16.9,33.0,8.3,53.4,5886,Clear,1009.1
7760.0,2024-04-24 23:00,London,Spring,17.1,63.0,0.1,4.2,1080,Clear,1021.4
5842.0,2024-02-05 01:00,London,Winter,11.2,95.0,25.0,43.2,2904,Clear,1012.3
5079.0,2024-04-23 02:00,London,Spring,12.0,51.0,4.0,44.2,3888,Fog,951.4
5176.0,2024-01-08 07:00,London,Winter,3.8,79.0,28.3,47.9,8327,Clear,1004.7
9188.0,Invalid Date,London,Summer,25.9,26.0,0.7,39.3,6791,Rain,997.9
5928.0,2024-02-08 15:00,London,Winter,1.0,68.0,25.8,56.6,1532,Rain,979.8
7528.0,2024-04-15 07:00,London,Spring,19.0,70.0,4.2,73.5,9984,Clear,1033.7
5046.0,2024-01-02 21:00,London,Winter,8.5,70.0,28.9,25.5,9017,Snow,971.3
6780.0,2024-03-15 03:00,London,Spring,5.3,28.0,1.7,62.1,7322,Rain,1049.2
8576.0,2024-05-28 23:00,London,Spring,10.2,34.0,6.0,26.6,3375,,1009.9
8756.0,2024-06-05 11:00,London,Summer,33.0,36.0,9.5,7.0,7689,Clear,1039.8
8426.0,2024-05-22 17:00,London,Spring,14.4,75.0,0.6,32.1,2571,Snow,954.1
6865.0,2024-03-18 16:00,London,Spring,15.8,45.0,7.4,54.7,1345,Rain,977.5
5284.0,2024-01-12 19:00,London,Winter,10.5,76.0,2.5,22.6,6421,Clear,1014.3
7414.0,2024-04-10 13:00,London,Spring,14.9,43.0,6.1,71.5,4099,Clear,1023.8
7232.0,2024-04-02 23:00,London,Spring,24.2,38.0,4.6,37.6,4295,Clear,1044.1
9924.0,2024-07-24 03:00,London,Summer,10.6,71.0,5.4,3.9,9590,Clear,969.3
7210.0,2024-04-02 01:00,London,Spring,21.3,52.0,7.3,28.0,1051,Clear,1047.4
8071.0,2024-05-07 22:00,London,Dry,21.3,20.0,8.0,50.2,Low,Clear,1025.0
8829.0,2024-06-08 12:00,London,Summer,13.0,47.0,1.5,17.8,4746,Rain,1022.0
9896.0,2024-07-22 23:00,London,Summer,26.6,51.0,5.6,70.2,3541,Clear,1047.5
6633.0,2024-03-09 00:00,London,Spring,9.8,58.0,0.7,71.9,7383,Clear,955.8
8876.0,2024-06-10 11:00,London,Summer,14.3,73.0,9.4,57.6,8797,Clear,975.2
7227.0,2024-04-02 18:00,London,Spring,15.5,29.0,4.2,14.1,1685,Clear,1038.3
9915.0,2024-07-23 18:00,London,Summer,30.5,51.0,0.8,69.7,2322,Clear,1005.9
5059.0,2024-01-28 07:00,London,Winter,7.7,74.0,8.9,45.9,1594,Snow,1038.1
9788.0,2024-07-18 11:00,London,Summer,33.9,35.0,3.8,21.0,6948,Snow,1019.0
5258.0,2024-01-11 17:00,London,Winter,3.1,,3.6,31.8,4007,Snow,
7096.0,2024-03-28 07:00,London,Spring,22.4,39.0,3.2,79.4,4099,Rain,991.9
8419.0,2024-05-22 10:00,London,Spring,24.0,78.0,,38.0,8102,Clear,967.3
5100.0,2024-01-05 03:00,London,,14.2,66.0,9.1,71.4,6522,Fog,984.9
8947.0,2024-06-13 10:00,London,Summer,21.9,60.0,3.6,74.1,3323,Storm,1038.2
6428.0,2024-02-29 11:00,London,Winter,-1.1,75.0,12.5,3.3,4500,Snow,1023.1
8011.0,2024-05-05 10:00,London,Spring,21.0,37.0,0.1,14.8,4952,Rain,994.6
6744.0,2024-03-13 15:00,London,Spring,13.7,48.0,4.9,57.8,9876,Clear,999.8
8694.0,2024-06-02 21:00,London,Summer,33.3,53.0,5.6,66.1,6520,Clear,951.1
8407.0,2024-05-21 22:00,London,Spring,24.0,69.0,8.0,33.9,7484,Clear,1040.8
5367.0,2024-01-16 06:00,London,Winter,0.5,81.0,1.8,42.5,3867,Snow,994.6
8046.0,2024-05-06 21:00,London,Spring,14.3,58.0,0.2,7.1,2134,Rain,954.7
6323.0,2024-02-25 02:00,London,Winter,6.4,91.0,19.8,11.1,6182,Clear,993.7
9518.0,Unknown,London,Summer,,45.0,9.9,,9101,Snow,1036.3
5950.0,2024-02-09 13:00,London,Winter,1.3,92.0,16.1,43.3,4863,Snow,990.8
6306.0,2024-02-24 09:00,London,Winter,12.8,78.0,17.5,54.4,7172,Rain,1022.1
5020.0,2024-01-01 19:00,London,Winter,2.9,70.0,5.9,6.2,7672,Snow,1037.5
9300.0,2024-06-28 03:00,London,Summer,10.7,35.0,0.7,34.8,2468,Clear,1048.1
5669.0,2024-01-28 20:00,London,Winter,2.9,62.0,15.8,62.2,2676,Clear,1025.1
5219.0,2024-01-10 02:00,London,Winter,-4.1,71.0,22.0,14.4,7833,Snow,1008.0
7269.0,2024-04-04 12:00,London,Spring,8.4,60.0,1.8,32.5,553,Rain,957.4
9184.0,2024-06-23 07:00,London,Summer,19.7,57.0,6.6,46.2,3537,Snow,966.1
8633.0,2024-05-31 08:00,London,Spring,11.9,74.0,7.7,,9973,Clear,1026.8
8797.0,2024-06-07 04:00,London,Summer,18.1,45.0,7.5,39.2,4053,Clear,953.0
9479.0,,London,Summer,,55.0,7.6,24.1,,Clear,982.2
9919.0,2024-07-23 22:00,London,Summer,31.9,75.0,1.0,31.7,1862,Clear,1017.8
5778.0,2024-02-02 09:00,London,Winter,7.0,63.0,20.1,32.9,718,Snow,1001.8
6570.0,2024-03-06 09:00,London,Spring,24.4,51.0,4.8,58.6,9622,Clear,984.5
6019.0,2024-02-12 10:00,London,Winter,10.5,75.0,28.1,22.9,6670,Rain,995.1
7479.0,2024-04-13 06:00,London,Spring,11.6,44.0,0.6,55.2,5836,Rain,977.0
6859.0,2024-03-18 10:00,London,Spring,5.7,79.0,8.1,70.7,3419,Clear,1049.5
6211.0,2024-02-20 10:00,London,Winter,-1.5,70.0,21.5,52.6,464,Clear,1034.7
5518.0,2024-01-22 13:00,London,Winter,13.1,61.0,7.0,15.4,Very Low,Clear,
7693.0,2024-04-22 04:00,London,Spring,14.8,34.0,5.9,27.7,2343,Clear,998.8
6567.0,2024-03-06 06:00,London,Spring,18.3,,3.8,3.0,6106,Storm,989.0
7423.0,2024-04-10 22:00,London,Spring,12.5,32.0,3.1,70.2,8476,Storm,954.3
7651.0,2024-04-20 10:00,London,Spring,21.0,42.0,6.5,47.3,3967,Clear,1022.4
7035.0,2024-03-25 18:00,London,Spring,18.8,33.0,6.8,22.6,1383,Clear,1025.5
7654.0,2024-04-20 13:00,London,Spring,5.4,35.0,3.9,,,Clear,
5703.0,2024-01-30 06:00,London,Winter,8.3,87.0,1.6,31.6,5899,Snow,993.6
7592.0,,London,Spring,14.7,43.0,0.3,73.6,2988,Rain,1041.4
8751.0,2024-06-05 06:00,London,Summer,32.1,53.0,9.5,28.4,8100,Snow,957.9
6053.0,2024-02-13 20:00,London,Winter,-4.5,60.0,9.9,77.2,938,Fog,1007.2
9234.0,2024-06-25 09:00,London,Summer,12.6,48.0,8.2,67.4,1840,Clear,961.5
5760.0,2024-02-01 15:00,London,Winter,13.7,82.0,17.5,12.9,1617,Storm,952.3
9052.0,2024-06-17 19:00,London,Summer,16.8,77.0,5.3,35.4,9468,Clear,1012.6
6130.0,2024-02-17 01:00,London,Winter,6.0,61.0,4.3,15.8,1087,,1048.8
5215.0,2024-01-09 22:00,London,Winter,5.1,77.0,11.8,3.4,1176,Storm,
6273.0,2024-02-23 00:00,London,Winter,11.6,69.0,19.0,36.4,6758,Rain,994.6
9142.0,Invalid Date,London,Summer,26.3,,8.0,77.1,50000,,961.1
