date_time,city,season,temperature_c,humidity,rain_mm,wind_speed_kmh,weather_condition,air_pressure_hpa,area,vehicle_count,avg_speed_kmh,accident_count,congestion_level,road_condition,visibility_m
2024-02-09 09:00:00,London,Winter,-3.9,,21.6,34.3,Clear,1022.7,Chelsea,2943.0,54.4,0.0,Low,Dry,3947.0
2024-01-11 07:00:00,London,Winter,12.5,100.0,8.8,69.1,Fog,979.7,Lambeth,2324.0,114.5,0.0,Low,Wet,3348.0
2024-06-11 19:00:00,London,Summer,33.7,25.0,3.8,47.5,Clear,1030.6,Camden,3697.0,20.0,0.0,Medium,Snowy,5579.0
2024-01-16 00:00:00,London,Winter,11.2,81.0,50.0,21.7,Snow,999.7,Camden,1928.0,56.6,0.0,Low,Dry,9461.0
2024-07-22 18:00:00,London,Summer,20.6,50.0,0.8,3.9,Rain,1002.5,Hackney,1966.0,87.2,0.0,Low,Damaged,7285.0
2024-06-06 13:00:00,London,Summer,18.9,62.0,4.6,42.2,Rain,1002.1,Camden,1442.0,88.8,0.0,Low,Dry,8974.0
2024-04-15 16:00:00,London,Spring,5.9,100.0,5.6,38.2,Rain,,Camden,131.0,73.5,0.0,Low,Dry,3601.0
2024-03-04 01:00:00,London,Spring,23.6,39.0,4.0,17.0,Rain,1008.6,Camden,1839.0,77.6,0.0,Low,Damaged,5676.0
2024-06-28 07:00:00,London,Summer,30.9,29.0,0.5,68.1,Storm,982.3,Chelsea,1560.0,100.0,0.0,Low,Dry,147.0
2024-06-26 07:00:00,London,Summer,33.6,53.0,7.1,36.8,Rain,1026.7,Islington,3319.0,0.0,0.0,Medium,Wet,3330.0
2024-07-21 13:00:00,London,Summer,18.7,79.0,9.6,33.0,Storm,1016.9,Westminster,1240.0,109.4,0.0,Low,Wet,1857.0
2024-06-09 21:00:00,London,Summer,17.8,,2.6,30.2,Clear,1033.3,Islington,1687.0,92.3,0.0,Low,Wet,75.0
2024-04-26 21:00:00,London,Spring,12.3,61.0,5.8,53.3,Clear,985.5,Westminster,402.0,105.4,0.0,Low,Damaged,510.0
2024-01-21 10:00:00,London,Winter,8.5,,6.9,4.1,Rain,980.3,Greenwich,1934.0,55.5,0.0,Low,Damaged,878.0
2024-06-07 00:00:00,London,Summer,26.2,39.0,5.7,22.1,Storm,1038.4,Kensington,1049.0,91.9,0.0,Low,Damaged,3737.0
2024-02-05 22:00:00,London,Winter,-0.5,79.0,19.1,63.0,Clear,1009.2,Kensington,176.0,115.3,0.0,Low,Dry,4256.0
2024-02-11 22:00:00,London,Winter,2.7,95.0,18.3,61.6,Clear,970.6,Lambeth,775.0,93.9,0.0,Low,Wet,1974.0
2024-02-27 15:00:00,London,Winter,2.4,78.0,18.7,28.3,Clear,960.8,Chelsea,1879.0,103.8,0.0,Low,Snowy,864.0
2024-04-30 02:00:00,London,Spring,6.3,38.0,5.6,21.2,Clear,1011.6,Greenwich,290.0,103.2,0.0,Low,Damaged,93.0
2024-04-22 08:00:00,London,Spring,11.0,50.0,4.8,29.5,Clear,1038.1,Hackney,3149.0,37.0,0.0,Medium,Wet,3954.0
2024-02-26 18:00:00,London,Winter,-1.3,67.0,14.8,68.9,Fog,1008.1,Islington,1869.0,105.2,0.0,Low,Damaged,4492.0
2024-05-27 07:00:00,London,Spring,7.7,36.0,5.8,23.7,Rain,986.2,Westminster,1138.0,96.2,0.0,Low,Wet,5503.0
2024-02-29 01:00:00,London,Winter,12.3,73.0,10.2,44.5,Snow,954.4,Islington,181.0,68.4,0.0,Low,Snowy,4894.0
2024-01-02 01:00:00,London,Winter,14.5,61.0,8.6,30.2,Clear,995.6,Chelsea,1604.0,43.2,0.0,Low,Dry,8394.0
2024-06-18 20:00:00,London,Summer,13.3,31.0,5.5,5.4,Clear,993.6,Southwark,1980.0,69.5,0.0,Low,Snowy,1354.0
2024-06-23 15:00:00,London,Summer,10.6,20.0,3.2,31.6,Clear,976.6,Lambeth,2000.0,53.4,0.0,Low,Dry,7146.0
2024-02-20 22:00:00,London,Winter,-1.4,76.0,20.5,77.7,Clear,1024.0,Westminster,759.0,73.6,0.0,Low,Snowy,4317.0
2024-02-16 09:00:00,London,Winter,-3.2,96.0,13.0,32.8,Rain,994.2,Chelsea,1140.0,87.5,0.0,Low,Snowy,1978.0
2024-07-06 14:00:00,London,Summer,32.6,51.0,4.2,42.7,Clear,1032.1,Camden,1746.0,61.4,0.0,Low,Damaged,5575.0
2024-06-06 18:00:00,London,Summer,16.1,46.0,5.4,73.1,Storm,1016.3,Hackney,1051.0,65.4,0.0,Low,Snowy,8517.0
2024-04-08 15:00:00,London,Spring,16.8,53.0,6.7,78.1,Rain,965.4,Chelsea,168.0,107.5,0.0,Low,Snowy,2971.0
2024-07-23 11:00:00,London,Summer,30.1,72.0,1.7,47.0,Fog,967.9,Camden,1099.0,63.7,0.0,Low,Damaged,6736.0
2024-05-16 10:00:00,London,Spring,15.5,67.0,2.7,1.6,Storm,981.3,Chelsea,1321.0,82.7,0.0,Low,Dry,2892.0
2024-01-19 01:00:00,London,Winter,1.1,73.0,9.4,61.2,Clear,968.2,Kensington,1531.0,88.1,0.0,Low,Wet,5657.0
2024-04-05 08:00:00,London,Spring,13.9,24.0,6.9,43.0,Fog,956.9,Hackney,2853.0,73.5,1.0,Low,Damaged,3540.0
2024-06-17 07:00:00,London,Summer,27.5,64.0,50.0,4.0,Fog,986.8,Westminster,3939.0,12.7,0.0,Medium,Snowy,5169.0
2024-05-24 21:00:00,London,Spring,16.0,22.0,0.2,21.6,Clear,978.5,Chelsea,1488.0,70.1,0.0,Low,Dry,9270.0
2024-05-31 00:00:00,London,Spring,11.7,36.0,2.1,38.7,Rain,990.6,Greenwich,1305.0,109.5,0.0,Low,Snowy,1410.0
2024-04-07 14:00:00,London,Spring,18.8,43.0,2.2,72.6,Storm,1002.6,Southwark,1990.0,54.3,0.0,Low,Snowy,4362.0
2024-03-10 01:00:00,London,Spring,20.9,63.0,7.6,61.1,Rain,968.0,Hackney,10000.0,93.9,,Low,Wet,6659.0
2024-05-13 23:00:00,London,Spring,10.0,54.0,3.6,43.7,Clear,,Chelsea,1443.0,99.6,0.0,Low,Dry,8193.0
2024-03-12 13:00:00,London,Spring,10.4,73.0,0.5,13.6,Rain,1042.3,Hackney,1465.0,111.3,0.0,Low,Snowy,1387.0
2024-06-03 16:00:00,London,Summer,18.6,78.0,3.7,36.6,Clear,995.2,Hackney,836.0,42.5,0.0,Low,Wet,5909.0
2024-06-22 21:00:00,London,Summer,14.7,55.0,10.0,23.3,Storm,955.3,Islington,1214.0,71.4,0.0,Low,Dry,9819.0
2024-01-07 12:00:00,London,Winter,0.3,78.0,28.0,59.4,Snow,977.4,Westminster,727.0,117.3,0.0,Low,Dry,9594.0
2024-05-16 22:00:00,London,Spring,12.6,53.0,50.0,60.6,Rain,,Camden,1420.0,81.8,0.0,Low,Damaged,6721.0
2024-01-09 02:00:00,London,Winter,9.4,88.0,5.8,51.9,Rain,1049.9,Hackney,1849.0,89.8,1.0,Low,Dry,9113.0
2024-01-26 15:00:00,London,Winter,9.9,98.0,3.3,150.0,Clear,974.7,Hackney,939.0,47.2,0.0,Low,Wet,3446.0
2024-01-27 19:00:00,London,Winter,5.6,67.0,16.2,48.5,Rain,981.1,Lambeth,10000.0,39.1,0.0,Medium,Dry,1379.0
2024-06-17 15:00:00,London,Summer,28.0,73.0,3.1,51.1,Clear,1003.0,Hackney,1281.0,59.9,0.0,Low,Wet,6133.0
2024-02-14 12:00:00,London,Winter,-3.7,90.0,,32.3,Rain,1040.3,Kensington,1919.0,98.8,,Low,Snowy,9439.0
2024-02-14 12:00:00,London,Winter,-3.7,90.0,,32.3,Rain,1040.3,Kensington,1919.0,98.8,,Low,Snowy,9439.0
2024-06-02 17:00:00,London,Summer,14.1,69.0,0.1,19.0,Clear,984.9,Westminster,2882.0,52.5,1.0,Low,Dry,5112.0
2024-05-31 04:00:00,London,Spring,-10.0,62.0,4.1,52.9,Snow,973.1,Greenwich,1057.0,73.7,0.0,Low,Damaged,105.0
2024-07-20 13:00:00,London,Summer,-10.0,21.0,8.6,75.9,Clear,1032.9,Islington,981.0,81.2,0.0,Low,Wet,3991.0
2024-05-23 03:00:00,London,Spring,18.4,42.0,7.2,65.4,Fog,1035.8,Islington,206.0,99.8,0.0,Low,Snowy,9594.0
2024-01-14 18:00:00,London,Winter,1.0,98.0,22.3,16.3,Clear,973.6,Camden,1919.0,55.0,0.0,Low,Snowy,180.0
2024-03-12 16:00:00,London,Spring,21.1,30.0,0.2,35.7,Rain,984.8,Lambeth,1969.0,46.2,0.0,Low,Snowy,977.0
2024-05-15 13:00:00,London,Spring,19.9,73.0,7.4,11.1,Rain,991.1,Greenwich,546.0,74.6,0.0,Low,Damaged,1561.0
2024-06-08 13:00:00,London,Summer,27.8,64.0,,67.6,Clear,965.6,Westminster,676.0,83.0,0.0,Low,Dry,7627.0
2024-01-26 22:00:00,London,Winter,8.7,97.0,28.7,6.2,Snow,955.4,Islington,1492.0,93.1,0.0,Low,Dry,3842.0
2024-04-16 15:00:00,London,Spring,24.8,31.0,4.8,43.0,Clear,989.7,Greenwich,778.0,86.6,0.0,Low,Damaged,3200.0
2024-05-13 07:00:00,London,Spring,24.1,46.0,8.4,16.7,Fog,1018.8,Chelsea,2631.0,87.1,0.0,Low,Wet,
2024-07-19 06:00:00,London,Summer,17.3,56.0,5.1,0.4,Clear,955.0,Greenwich,651.0,78.4,0.0,Low,Damaged,3661.0
2024-07-04 04:00:00,London,Summer,14.4,37.0,9.5,1.7,Storm,,Greenwich,1085.0,106.6,0.0,Low,Damaged,1259.0
2024-05-04 09:00:00,London,Spring,10.5,46.0,5.3,11.2,Fog,1032.4,Lambeth,3337.0,10.7,0.0,Medium,Snowy,9096.0
2024-02-01 11:00:00,London,Winter,-3.8,84.0,15.2,29.7,Snow,1045.5,Islington,677.0,87.9,0.0,Low,Snowy,2294.0
2024-06-25 21:00:00,London,Summer,14.1,30.0,2.4,70.1,Rain,981.2,Camden,148.0,91.0,0.0,Low,Wet,6218.0
2024-01-02 08:00:00,London,Winter,-0.0,88.0,7.7,6.7,Snow,960.5,Lambeth,1618.0,51.5,0.0,Low,Damaged,7467.0
2024-05-14 22:00:00,London,Spring,18.0,57.0,2.3,47.6,Fog,989.0,Chelsea,1485.0,100.8,0.0,Low,Wet,2242.0
2024-07-22 14:00:00,London,Summer,20.5,26.0,4.6,34.7,Storm,1017.8,Hackney,204.0,106.8,0.0,Low,Wet,3796.0
2024-02-18 05:00:00,London,Winter,-3.5,67.0,21.4,12.0,Rain,1042.9,Hackney,260.0,104.8,0.0,Low,Wet,20000.0
2024-04-04 08:00:00,London,Spring,15.7,56.0,1.3,60.7,Clear,1001.5,Lambeth,3510.0,31.7,0.0,Medium,Dry,2714.0
2024-02-01 00:00:00,London,Winter,9.7,75.0,11.1,3.7,Fog,980.5,Southwark,777.0,93.3,0.0,Low,Wet,5000.0
2024-07-05 07:00:00,London,Summer,30.6,73.0,7.6,47.8,Rain,956.1,Chelsea,2857.0,113.0,0.0,Low,Snowy,9599.0
2024-04-12 15:00:00,London,Spring,18.6,22.0,4.7,60.4,Snow,983.3,Lambeth,1151.0,87.7,0.0,Low,Snowy,6775.0
2024-04-20 04:00:00,London,Spring,17.4,78.0,7.7,8.2,Clear,967.7,Westminster,903.0,53.7,0.0,Low,Wet,5503.0
2024-04-28 03:00:00,London,Spring,15.5,39.0,2.6,26.3,Snow,1041.3,Chelsea,1865.0,116.7,0.0,Low,Wet,633.0
2024-04-28 03:00:00,London,Spring,15.5,39.0,2.6,26.3,Snow,1041.3,Camden,1865.0,116.7,0.0,Low,Wet,633.0
2024-06-22 01:00:00,London,Summer,30.8,36.0,7.7,69.7,Clear,988.8,Kensington,245.0,55.4,0.0,Low,Dry,9420.0
2024-02-02 15:00:00,London,Winter,2.6,100.0,4.4,9.5,Clear,1035.6,Hackney,980.0,100.5,0.0,Low,Snowy,2899.0
2024-04-27 14:00:00,London,Spring,24.8,77.0,8.9,28.2,Snow,982.4,Southwark,565.0,78.3,0.0,Low,Dry,1105.0
2024-07-06 10:00:00,London,Summer,11.7,74.0,4.7,23.6,Clear,1026.0,Camden,705.0,93.3,0.0,Low,Damaged,9463.0
2024-01-10 13:00:00,London,Winter,8.7,65.0,7.2,44.8,Clear,1006.9,Hackney,120.0,73.4,0.0,Low,Damaged,9193.0
2024-02-05 17:00:00,London,Winter,5.9,89.0,23.5,21.1,Clear,964.4,Chelsea,4877.0,30.7,0.0,Medium,Dry,9924.0
2024-04-18 06:00:00,London,Spring,19.2,65.0,5.6,3.1,Clear,1019.0,Islington,1606.0,86.8,0.0,Low,Damaged,1727.0
2024-01-18 00:00:00,London,Winter,11.6,86.0,13.8,47.1,Snow,1045.2,Southwark,1669.0,61.1,0.0,Low,Damaged,9343.0
2024-01-08 02:00:00,London,Winter,40.0,20.0,1.7,,Clear,1019.7,Camden,1361.0,77.7,0.0,Low,Dry,7280.0
2024-01-23 12:00:00,London,Winter,10.5,81.0,4.1,8.5,Clear,1041.2,Greenwich,989.0,83.3,0.0,Low,Dry,308.0
2024-06-28 15:00:00,London,Summer,10.4,77.0,7.4,56.8,Fog,1011.7,Camden,843.0,108.5,0.0,Low,Dry,2607.0
2024-06-14 06:00:00,London,Summer,30.4,60.0,9.8,36.8,Clear,1017.7,Westminster,205.0,62.6,0.0,Low,Damaged,7912.0
2024-07-24 07:00:00,London,Summer,20.0,61.0,7.6,60.7,Clear,1007.1,Southwark,4778.0,30.9,0.0,Medium,Dry,6486.0
2024-04-27 19:00:00,London,Spring,14.3,61.0,8.2,22.8,Rain,974.9,Islington,3665.0,10.9,1.0,Medium,Snowy,8354.0
2024-01-26 13:00:00,London,Winter,6.6,88.0,4.7,37.1,Rain,1012.7,Greenwich,1537.0,88.6,1.0,Low,Wet,312.0
2024-03-14 08:00:00,London,Spring,22.3,25.0,3.4,64.0,Rain,1021.2,Lambeth,1793.0,94.3,0.0,Low,Damaged,6079.0
2024-03-28 12:00:00,London,Spring,23.7,69.0,5.9,51.2,Clear,950.6,Westminster,1562.0,96.9,0.0,Low,Snowy,1493.0
2024-02-18 09:00:00,London,Winter,-1.6,64.0,50.0,30.0,Clear,1035.7,Lambeth,3367.0,28.6,3.0,Medium,Dry,9268.0
2024-04-04 03:00:00,London,Spring,22.2,60.0,0.9,62.7,Clear,1027.4,Chelsea,562.0,102.8,0.0,Low,Wet,2273.0
2024-07-02 13:00:00,London,Summer,11.6,69.0,6.1,10.8,Storm,992.5,Kensington,1229.0,98.6,0.0,Low,Wet,2169.0
2024-03-19 22:00:00,London,Spring,7.7,75.0,0.1,73.1,Rain,1048.5,Chelsea,432.0,90.2,,Low,Wet,3292.0
2024-03-20 16:00:00,London,Spring,14.1,45.0,4.7,8.0,Rain,1016.9,Kensington,1578.0,54.5,0.0,Low,Dry,4459.0
2024-04-07 09:00:00,London,Spring,15.5,58.0,5.2,,Clear,973.9,Lambeth,1007.0,64.2,0.0,Low,Dry,7080.0
2024-04-10 18:00:00,London,Spring,8.0,74.0,1.7,56.3,Rain,1020.8,Islington,4521.0,13.8,0.0,High,Snowy,9368.0
2024-01-24 12:00:00,London,Winter,-1.7,81.0,1.2,73.5,Fog,968.8,Hackney,937.0,82.9,0.0,Low,Wet,7892.0
2024-06-13 11:00:00,London,Summer,15.4,62.0,0.3,26.8,Clear,1037.6,Hackney,726.0,65.4,0.0,Low,Dry,5824.0
2024-03-13 08:00:00,London,Spring,22.8,30.0,7.9,75.3,Clear,977.9,Lambeth,2785.0,117.3,,Low,Snowy,2116.0
2024-06-07 23:00:00,London,Summer,21.9,53.0,2.2,18.7,Clear,972.3,Greenwich,1286.0,45.6,0.0,Low,Snowy,2303.0
2024-05-16 06:00:00,London,Spring,21.5,72.0,5.0,69.4,Rain,977.8,Westminster,1775.0,59.9,0.0,Low,Dry,7029.0
2024-05-01 18:00:00,London,Spring,14.3,72.0,5.8,75.6,Rain,991.7,Kensington,1511.0,116.7,0.0,Low,Snowy,1518.0
2024-03-07 08:00:00,London,Spring,5.3,42.0,9.8,76.1,Clear,1000.2,Kensington,3401.0,36.3,4.0,Medium,Dry,5246.0
2024-03-13 11:00:00,London,Spring,22.0,38.0,8.9,12.2,Fog,1004.3,Southwark,1994.0,101.4,0.0,Low,Wet,8529.0
2024-06-13 14:00:00,London,Summer,11.7,51.0,4.5,67.7,Rain,1021.7,Kensington,1647.0,112.5,0.0,Low,Wet,4934.0
2024-07-24 18:00:00,London,Summer,31.6,26.0,1.0,49.2,Clear,989.6,Greenwich,2012.0,110.6,1.0,Low,Dry,212.0
2024-04-27 01:00:00,London,Spring,16.3,56.0,4.8,42.2,Storm,972.4,Greenwich,285.0,83.8,0.0,Low,Wet,9779.0
2024-04-19 17:00:00,London,Spring,20.3,31.0,8.2,39.6,Clear,982.4,Chelsea,2492.0,92.4,0.0,Low,Dry,1260.0
2024-05-20 05:00:00,London,Spring,5.4,33.0,4.6,21.9,Snow,972.8,Hackney,845.0,102.6,0.0,Low,Snowy,6855.0
2024-03-08 22:00:00,London,Spring,8.0,31.0,1.2,16.7,Fog,1026.6,Chelsea,1270.0,118.8,0.0,Low,Dry,4065.0
2024-02-18 20:00:00,London,Winter,-1.8,100.0,20.2,71.2,Fog,992.5,Chelsea,707.0,104.6,0.0,Low,Wet,1330.0
2024-03-14 21:00:00,London,Spring,20.9,73.0,6.8,58.8,Rain,1007.5,Hackney,131.0,60.0,0.0,Low,Dry,9392.0
2024-01-14 13:00:00,London,Winter,12.1,87.0,16.4,20.7,Snow,966.3,Hackney,1870.0,91.8,0.0,Low,Snowy,8388.0
2024-02-13 19:00:00,London,Winter,-4.0,81.0,26.7,8.5,Storm,1046.0,Greenwich,4782.0,13.1,0.0,High,Wet,3414.0
2024-05-15 07:00:00,London,Spring,21.7,59.0,0.1,74.0,Clear,1025.0,Chelsea,2577.0,111.2,1.0,Low,Snowy,1042.0
2024-02-25 08:00:00,London,Winter,13.4,72.0,4.8,72.8,Snow,993.7,Chelsea,1921.0,66.5,3.0,Low,Dry,8806.0
2024-03-12 01:00:00,London,Spring,20.6,68.0,0.0,34.9,Clear,1031.5,Southwark,1521.0,41.7,0.0,Low,Dry,9325.0
2024-02-19 20:00:00,London,Winter,5.1,90.0,11.5,28.7,Rain,975.3,Greenwich,293.0,74.5,0.0,Low,Snowy,7023.0
2024-01-26 20:00:00,London,Winter,9.7,74.0,19.3,21.0,Rain,973.2,Lambeth,982.0,71.5,0.0,Low,Wet,4627.0
2024-03-08 07:00:00,London,Spring,24.3,78.0,5.3,50.6,Clear,974.7,Southwark,1994.0,41.9,0.0,Low,Snowy,4171.0
2024-06-24 15:00:00,London,Summer,20.8,44.0,6.7,34.6,Clear,1040.8,Chelsea,717.0,52.4,0.0,Low,Snowy,5350.0
2024-03-02 18:00:00,London,Spring,9.7,65.0,7.5,55.5,Snow,997.4,Islington,3705.0,23.4,0.0,Medium,Damaged,
2024-03-02 18:00:00,London,Spring,9.7,65.0,7.5,55.5,Snow,997.4,Hackney,3705.0,23.4,0.0,Medium,Damaged,
2024-02-19 13:00:00,London,Winter,-3.2,99.0,29.6,16.1,Rain,1046.2,Greenwich,500.0,44.7,0.0,Low,Damaged,5523.0
2024-01-14 16:00:00,London,Winter,12.9,64.0,20.9,26.3,Snow,1048.7,Greenwich,941.0,57.6,0.0,High,Snowy,808.0
2024-06-13 03:00:00,London,Summer,15.5,77.0,10.0,61.3,Snow,972.8,Chelsea,367.0,58.1,0.0,Low,Dry,9134.0
2024-05-24 07:00:00,London,Spring,6.0,31.0,2.7,8.7,Fog,1023.4,Southwark,4933.0,18.8,0.0,High,Snowy,1620.0
2024-03-25 12:00:00,London,Spring,5.4,22.0,3.2,68.6,Storm,983.2,Southwark,899.0,89.8,0.0,Low,Dry,2026.0
2024-03-28 19:00:00,London,Spring,21.6,66.0,6.6,59.8,Storm,,Chelsea,4682.0,22.8,2.0,High,Dry,
2024-04-06 08:00:00,London,Spring,21.5,62.0,2.1,32.1,Clear,1047.6,Camden,4810.0,39.4,0.0,Medium,Snowy,9861.0
2024-06-21 12:00:00,London,Summer,32.0,71.0,5.3,67.9,Clear,1000.3,Kensington,1863.0,118.5,0.0,Low,Snowy,8504.0
2024-01-02 13:00:00,London,Winter,7.8,70.0,16.9,61.3,Rain,964.7,Islington,545.0,45.5,0.0,Low,Damaged,9549.0
2024-06-01 09:00:00,London,Summer,10.5,42.0,7.7,78.9,Fog,1041.2,Southwark,3658.0,14.2,0.0,Medium,Dry,3627.0
2024-05-21 21:00:00,London,Spring,17.9,80.0,3.4,70.4,Rain,970.7,Camden,383.0,46.2,0.0,Low,Dry,561.0
2024-03-04 07:00:00,London,Spring,14.6,63.0,1.5,62.0,Clear,1017.4,Hackney,4607.0,33.3,1.0,Medium,Wet,3416.0
2024-04-26 10:00:00,London,Spring,7.9,72.0,8.0,66.8,Fog,1038.5,Camden,664.0,110.7,0.0,Low,Wet,8483.0
2024-05-30 19:00:00,London,Spring,15.4,77.0,7.4,7.2,Snow,1000.9,Kensington,1918.0,116.3,1.0,Low,Damaged,
2024-02-12 15:00:00,London,Winter,-1.9,69.0,,46.2,Clear,991.8,Camden,893.0,88.4,0.0,Low,Snowy,3097.0
2024-07-13 00:00:00,London,Summer,30.2,62.0,7.2,32.3,Snow,1037.1,Westminster,367.0,48.5,0.0,Low,Wet,4142.0
2024-07-18 15:00:00,London,Summer,12.7,62.0,7.2,67.7,Clear,1038.7,Kensington,1311.0,66.7,0.0,Low,Snowy,5884.0
2024-07-05 22:00:00,London,Summer,40.0,65.0,50.0,35.6,Fog,1014.0,Kensington,305.0,60.8,0.0,Low,Dry,
2024-02-03 17:00:00,London,Winter,13.6,96.0,29.8,73.4,Clear,1046.2,Westminster,10000.0,53.5,0.0,Low,Dry,2578.0
2024-05-10 22:00:00,London,Spring,18.0,24.0,9.1,12.2,Clear,1045.8,Westminster,1929.0,82.3,0.0,Low,Dry,7889.0
2024-02-10 18:00:00,London,Winter,2.0,95.0,11.3,61.9,Storm,1017.2,Lambeth,1558.0,115.7,0.0,Low,Snowy,5928.0
2024-05-05 11:00:00,London,Spring,17.8,21.0,50.0,75.4,Clear,1040.5,Kensington,1557.0,77.0,0.0,Low,Dry,
2024-03-08 21:00:00,London,Spring,13.8,60.0,8.2,48.1,Rain,970.3,Southwark,112.0,49.4,0.0,Low,Snowy,2339.0
2024-05-03 12:00:00,London,Spring,17.3,69.0,9.3,6.4,Rain,1044.9,Lambeth,1862.0,83.8,20.0,Low,Damaged,7413.0
2024-06-09 15:00:00,London,Summer,17.5,66.0,4.5,30.5,Clear,1028.9,Islington,1290.0,59.6,0.0,Medium,Dry,8281.0
2024-06-10 07:00:00,London,Summer,14.2,39.0,7.9,35.2,Clear,1022.7,Lambeth,2518.0,,,Low,Damaged,8060.0
2024-06-01 20:00:00,London,Summer,15.9,79.0,2.1,52.3,Clear,1013.6,Lambeth,1231.0,68.4,0.0,Low,Damaged,4218.0
2024-05-29 17:00:00,London,Spring,40.0,,1.5,70.6,Clear,954.6,Lambeth,4291.0,18.3,0.0,High,Wet,1162.0
2024-04-20 18:00:00,London,Spring,11.8,46.0,1.9,2.0,Clear,1045.7,Westminster,4033.0,26.5,0.0,High,Snowy,6037.0
2024-06-29 14:00:00,London,Summer,24.7,64.0,9.0,8.1,Rain,963.2,Kensington,1420.0,81.7,0.0,Low,Snowy,1878.0
2024-07-05 19:00:00,London,Summer,18.4,57.0,9.5,0.3,Snow,1013.7,Westminster,4648.0,30.6,0.0,Medium,Dry,8712.0
2024-04-21 23:00:00,London,Spring,5.2,71.0,0.7,75.4,Storm,1020.9,Westminster,327.0,82.8,0.0,Low,Snowy,9015.0
2024-01-08 06:00:00,London,Winter,0.0,99.0,17.2,46.8,Clear,951.9,Islington,1982.0,89.3,0.0,Low,Wet,1768.0
2024-06-15 11:00:00,London,Summer,15.1,39.0,4.1,33.2,Storm,1044.3,Islington,224.0,41.8,1.0,Low,Wet,5117.0
2024-06-30 23:00:00,London,Summer,29.3,57.0,6.4,32.4,Storm,990.2,Westminster,1692.0,48.5,0.0,Low,Damaged,5899.0
2024-03-14 00:00:00,London,Spring,20.5,73.0,0.1,37.8,Rain,1018.6,Islington,1018.0,96.9,0.0,Low,Snowy,3348.0
2024-07-14 08:00:00,London,Summer,26.5,69.0,1.0,19.7,Clear,979.7,Camden,1170.0,100.8,1.0,Low,Snowy,4348.0
2024-07-13 12:00:00,London,Summer,24.3,73.0,4.8,25.8,Snow,967.4,Hackney,242.0,46.4,0.0,Low,Damaged,1729.0
2024-06-20 00:00:00,London,Summer,24.4,34.0,7.3,17.0,Fog,976.6,Chelsea,607.0,46.8,0.0,Low,Wet,20000.0
2024-03-01 04:00:00,London,Spring,5.3,74.0,2.1,65.5,Clear,1017.9,Islington,496.0,60.4,1.0,Low,Wet,3517.0
2024-06-26 09:00:00,London,Summer,31.7,27.0,8.7,54.1,Clear,1033.1,Southwark,4353.0,32.6,0.0,Medium,Snowy,6413.0
2024-05-13 21:00:00,London,Spring,23.4,75.0,5.7,4.4,Clear,1001.2,Southwark,1393.0,67.1,0.0,High,Damaged,6900.0
2024-04-12 17:00:00,London,Spring,6.7,80.0,4.8,20.6,Fog,957.7,Kensington,2143.0,81.8,0.0,Low,Dry,7224.0
2024-02-16 02:00:00,London,Winter,3.6,88.0,27.8,71.1,Clear,1018.4,Camden,1849.0,115.3,0.0,Low,Wet,9008.0
2024-06-02 20:00:00,London,Summer,20.2,36.0,6.2,5.2,Rain,1040.3,Hackney,381.0,62.6,0.0,Low,Dry,601.0
2024-02-04 02:00:00,London,Winter,14.0,90.0,15.2,63.5,Snow,1037.2,Chelsea,1287.0,91.5,0.0,Low,Snowy,2959.0
2024-01-26 11:00:00,London,Winter,10.7,82.0,19.2,28.0,Clear,1033.1,Camden,1422.0,48.2,0.0,Low,Snowy,5806.0
2024-05-29 07:00:00,London,Spring,19.2,38.0,8.6,42.1,Clear,1048.5,Hackney,4385.0,31.4,0.0,Medium,Dry,6369.0
2024-01-06 16:00:00,London,Winter,2.1,79.0,25.9,67.7,Fog,1000.4,Chelsea,535.0,49.6,0.0,Low,Dry,8451.0
2024-01-25 00:00:00,London,Winter,4.8,96.0,23.6,,Fog,1025.1,Kensington,1904.0,103.2,0.0,Low,Damaged,3798.0
2024-07-13 06:00:00,London,Summer,27.6,51.0,6.9,32.4,Clear,1011.7,Camden,1076.0,91.7,0.0,Low,Wet,3622.0
2024-02-19 04:00:00,London,Winter,-0.1,65.0,4.7,58.3,Clear,1042.1,Chelsea,1810.0,0.0,0.0,Low,Wet,4012.0
2024-02-07 00:00:00,London,Winter,5.4,67.0,4.6,21.8,Fog,1028.8,Chelsea,950.0,78.2,0.0,Low,Damaged,6641.0
2024-01-14 12:00:00,London,Winter,5.2,72.0,27.6,3.3,Clear,952.7,Kensington,1867.0,100.9,0.0,Low,Damaged,3071.0
2024-06-12 10:00:00,London,Summer,34.9,70.0,9.6,20.4,Rain,989.4,Chelsea,251.0,99.0,0.0,Low,Dry,3675.0
2024-05-30 20:00:00,London,Spring,10.4,58.0,2.1,2.0,Rain,999.0,Greenwich,417.0,118.8,3.0,Low,Snowy,5664.0
2024-03-29 19:00:00,London,Spring,14.3,59.0,3.0,29.4,Snow,1040.8,Camden,3275.0,22.6,1.0,Medium,Damaged,4860.0
2024-01-09 16:00:00,London,Winter,2.9,99.0,15.8,28.2,Clear,1034.9,Camden,254.0,106.2,0.0,Low,Wet,9812.0
2024-01-13 05:00:00,London,Winter,4.5,,17.0,11.1,Clear,963.5,Greenwich,1254.0,72.3,0.0,Low,Damaged,8130.0
